Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2) ,WD2 (g/km^2) ,WD3 (g/km^2) ,WD4 (g/km^2) ,Sea State,Source,Info,Comments,
12/8/2012,35.6333,-146.8333,,,,362.80,,,,"308,741.06",,H. Carson,ENPG 2012,,
13/08/2012,36.7833,-144.8167,,,,206.51,,,,"134,846.88",,H. Carson,ENPG 2012,,
14/08/2012,38.5667,-142.1833,,,,81.10,,,,"39,544.12",,H. Carson,ENPG 2012,,
2/8/2012,21.9037,-157.7995,,,,0.00,,,,0,,H. Carson,ENPG 2012,,
6/8/2012,24.9106,-157.4276,,,,0.00,,,,0,,H. Carson,ENPG 2012,,
6/8/2012,24.0219,-157.6883,,,,6.49,,,,448.77,,H. Carson,ENPG 2012,,
7/8/2012,27.7333,-157.1167,,,,21.69,,,,"1,735.32",,H. Carson,ENPG 2012,,
7/8/2012,26.8867,-157.1617,,,,6.65,,,,460.14,,H. Carson,ENPG 2012,,
8/8/2012,30.4,-157.0833,,,,0.00,,,,0,,H. Carson,ENPG 2012,,
9/8/2012,29.6667,-157.1333,,,,9.78,,,,782.41,,H. Carson,ENPG 2012,,
9/8/2012,32.5083,-156.4917,,,,33.46,,,,"1,993.38",,H. Carson,ENPG 2012,,
9/8/2012,31.8833,-156.7667,,,,40.45,,,,"33,003.05",,H. Carson,ENPG 2012,,
10/8/2012,33.7975,-155.5469,,,,19.39,,,,"1,260.53",,H. Carson,ENPG 2012,,
10/8/2012,34.312,-155.3343,,,,56.40,,,,"5,593.77",,H. Carson,ENPG 2012,,
11/8/2012,35.6339,-154.1437,,,,7.53,,,,520.94,,H. Carson,ENPG 2012,,
12/8/2012,36.1852,-153.2645,,,,23.03,,,,"24,315.54",,H. Carson,ENPG 2012,,
12/8/2012,37.6891,-150.3047,,,,17.97,,,,"1,013.17",,H. Carson,ENPG 2012,,
12/8/2012,37.184,-151.1729,,,,15.69,,,,"11,304.63",,H. Carson,ENPG 2012,,
13/08/2012,39.7213,-147.5733,,,,29.12,,,,"30,740.78",,H. Carson,ENPG 2012,,
13/08/2012,39.156,-148.2517,,,,26.99,,,,"1,694.62",,H. Carson,ENPG 2012,,
14/08/2012,41.2205,-146.6097,,,,35.46,,,,"24,682.90",,H. Carson,ENPG 2012,,
15/08/2012,41.6703,-146.3295,,,,58.38,,,,"3,900.68",,H. Carson,ENPG 2012,51,
27/05/2013,5.62,83.003,,,,0.00,,,,0,,H. Carson,IOG 2013,,
27/05/2013,5.661,83.318,,,,0.00,,,,0,,H. Carson,IOG 2013,,
28/05/2013,5.898,85.037,,,,20.00,,,,"1,154.40",,H. Carson,IOG 2013,,
29/05/2013,6.188,87.27,,,,17.00,,,,"11,589.36",,H. Carson,IOG 2013,,
29/05/2013,6.17,87.014,,,,0.00,,,,0,,H. Carson,IOG 2013,,
28/05/2013,5.95,85.533,,,,6.00,,,,"5,787.64",,H. Carson,IOG 2013,,
28/05/2013,5.922,85.258,,,,6.00,,,,"1,951.57",,H. Carson,IOG 2013,,
30/05/2013,6.448,89.091,,,,0.00,,,,0,,H. Carson,IOG 2013,,
29/05/2013,6.198,87.365,,,,6.00,,,,407.69,,H. Carson,IOG 2013,,
1/6/2013,6.49,92.054,,,,7.00,,,,464.65,,H. Carson,IOG 2013,,
31/05/2013,6.613,90.768,,,,52.00,,,,"2,370.14",,H. Carson,IOG 2013,,
31/05/2013,6.63,90.596,,,,22.00,,,,"15,762.43",,H. Carson,IOG 2013,,
1/6/2013,6.506,92.351,,,,115.00,,,,"11,837.28",,H. Carson,IOG 2013,,
1/6/2013,6.497,92.275,,,,296.00,,,,"29,085.88",,H. Carson,IOG 2013,,
2/6/2013,6.658,93.964,,,,0.00,,,,0,,H. Carson,IOG 2013,,
2/6/2013,6.628,93.857,,,,0.00,,,,0,,H. Carson,IOG 2013,16,
20/11/2012,-32.8627,-72.722,,,,14.10,,,,"2,934.21",,M. Thiel,SE Pacific 2012,,
20/11/2012,-32.8038,-73.7013,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
21/11/2012,-32.4972,-77.4481,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
21/11/2012,-32.3752,-78.5765,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
21/11/2012,-32.2974,-79.2926,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
22/11/2012,-31.9064,-82.888,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
22/11/2012,-31.7669,-84.1668,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
22/11/2012,-31.6404,-85.3259,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
23/11/2012,-31.1997,-88.6466,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
23/11/2012,-31.0447,-89.5242,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
23/11/2012,-30.8015,-90.898,,,,2.00,,,,669.31,,M. Thiel,SE Pacific 2012,,
24/11/2012,-30.0226,-94.4413,,,,0.20,,,,479.7,,M. Thiel,SE Pacific 2012,,
24/11/2012,-29.7475,-95.5771,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
24/11/2012,-29.4875,-96.5755,,,,2.00,,,,197.89,,M. Thiel,SE Pacific 2012,,
25/11/2012,-28.5743,-99.8404,,,,37.80,,,,"4,541.06",,M. Thiel,SE Pacific 2012,,
25/11/2012,-28.1803,-101.0936,,,,35.70,,,,"6,189.05",,M. Thiel,SE Pacific 2012,,
25/11/2012,-27.8516,-102.1355,,,,13.40,,,,"2,249.58",,M. Thiel,SE Pacific 2012,,
29/11/2012,-26.484,-105.4256,,,,21.10,,,,"3,013.17",,M. Thiel,SE Pacific 2012,,
29/11/2012,-26.6293,-106.5247,,,,6.50,,,,323,,M. Thiel,SE Pacific 2012,,
4/12/2012,-27.4284,-108.8627,,,,23.70,,,,"3,654.02",,M. Thiel,SE Pacific 2012,,
4/12/2012,-27.6904,-107.9983,,,,17.20,,,,"3,372.30",,M. Thiel,SE Pacific 2012,,
5/12/2012,-28.7147,-104.5978,,,,14.30,,,,"2,531.53",,M. Thiel,SE Pacific 2012,,
5/12/2012,-29.0015,-103.5481,,,,31.00,,,,"3,901.18",,M. Thiel,SE Pacific 2012,,
5/12/2012,-29.1871,-102.8011,,,,36.20,,,,"3,290.61",,M. Thiel,SE Pacific 2012,,
6/12/2012,-30.0421,-99.3412,,,,10.30,,,,516.8,,M. Thiel,SE Pacific 2012,,
6/12/2012,-30.3117,-98.1671,,,,2.80,,,,656.86,,M. Thiel,SE Pacific 2012,,
6/12/2012,-30.4833,-97.2965,,,,14.10,,,,704.72,,M. Thiel,SE Pacific 2012,,
7/12/2012,-31.0871,-94.2208,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
7/12/2012,-31.3323,-92.9653,,,,7.00,,,,468.78,,M. Thiel,SE Pacific 2012,,
7/12/2012,-31.4549,-92.1651,,,,0.30,,,,586.29,,M. Thiel,SE Pacific 2012,,
8/12/2012,-32,-88.4874,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
8/12/2012,-32.1755,-87.2985,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
8/12/2012,-32.2768,-86.3968,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
9/12/2012,-32.6918,-82.3284,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
9/12/2012,-32.8067,-81.1763,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
9/12/2012,-32.8447,-80.2808,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
10/12/2012,-32.9806,-77.0656,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
10/12/2012,-33.035,-75.7826,,,,0.00,,,,0,,M. Thiel,SE Pacific 2012,,
11/12/2012,-33.0137,-72.0418,,,,2.00,,,,137.48,,M. Thiel,SE Pacific 2012,39,
14/06/2013,36.0533,-33.9307,10629.07,11337.67,6731.74,,4.96,44.29,66.96,,2,M. Eriksen,East NAG13-1 Ocean Research Project,,
15/06/2013,35.2107,-33.9168,708.60,3897.33,354.30,,0.00,0.00,7.09,,1,M. Eriksen,East NAG13-2 Ocean Research Project,,
16/06/2013,34.4452,-34.4855,16297.91,34013.02,11691.98,,2.48,233.84,199.83,,2,M. Eriksen,East NAG13-3 Ocean Research Project ,,
17/06/2013,33.7943,-35.1402,3543.02,70860.46,5314.53,,3.19,428.35,2054.95,,2,M. Eriksen,East NAG13-4 Ocean Research Project,,
17/06/2013,33.4238,-35.0883,0.00,29407.09,3897.33,,0.00,74.40,88.22,,3,M. Eriksen,East NAG13-5 Ocean Research Project,,
18/06/2013,32.6252,-36.4067,9920.46,12400.58,1062.91,,4.25,56.69,515.86,,4,M. Eriksen,East NAG13-6 Ocean Research Project,,
18/06/2013,31.8113,-36.8788,9566.16,3897.33,4960.23,,2.48,7.79,112.31,,4,M. Eriksen,East NAG13-7 Ocean Research Project,,
19/06/2013,30.9254,-37.0622,1771.51,17360.81,4251.63,,0.00,87.16,55.27,,4,M. Eriksen,East NAG13-8 Ocean Research Project,,
19/06/2013,30.0679,-37.1043,6377.44,6377.44,2480.12,,0.00,41.45,119.75,,3,M. Eriksen,East NAG13-9 Ocean Research Project,,
20/06/2013,29.144,-37.2309,2834.42,20549.53,4960.23,,0.00,17.86,46.77,,3,M. Eriksen,East NAG13-10 Ocean Research Project,,
21/06/2013,28.3091,-37.4031,6023.14,6023.14,2834.42,,1.77,25.51,141.72,,3,M. Eriksen,East NAG13-11 Ocean Research Project,,
21/06/2013,27.4098,-37.3969,354.30,9920.46,2834.42,,0.00,95.66,2240.96,,3,M. Eriksen,East NAG13-12 Ocean Research Project,,
22/06/2013,26.5065,-37.3597,0.00,8503.26,708.60,,0.00,35.78,58.46,,3,M. Eriksen,East NAG13-13 Ocean Research Project,,
23/06/2013,25.5796,-37.2534,1062.91,6377.44,2125.81,,0.00,0.00,53.85,,3,M. Eriksen,East NAG13-14 Ocean Research Project,,
24/06/2013,26.3333,-37.7217,4605.93,23738.25,6023.14,,0.00,86.80,64.13,,2,M. Eriksen,East NAG13-15 Ocean Research Project,,
24/06/2013,27.1974,-38.1324,72986.27,89638.48,8857.55,,16.30,630.66,558.38,,1,M. Eriksen,East NAG13-16 Ocean Research Project,,
25/06/2013,28.1603,-38.518,41807.67,38973.25,13817.79,,14.17,82.20,193.09,,1,M. Eriksen,East NAG13-17 Ocean Research Project,,
26/06/2013,28.9639,-38.8362,26926.97,48185.11,3188.70,,0.00,119.04,35.78,,1,M. Eriksen,East NAG13-18 Ocean Research Project,,
26/06/2013,29.8048,-39.3083,75112.09,64128.72,10274.77,,7.44,135.34,10365.82,,1,M. Eriksen,East NAG13-19 Ocean Research Project,,
27/06/2013,30.6054,-39.6499,6731.74,9566.16,2125.81,,1.77,30.82,156.96,,1,M. Eriksen,East NAG13-20 Ocean Research Project,,
27/06/2013,31.3922,-40.0811,51728.14,30824.30,8857.55,,12.75,102.75,71.21,,2,M. Eriksen,East NAG13-21 Ocean Research Project,,
28/06/2013,32.1936,-40.6542,43224.88,22675.35,5314.53,,14.88,74.75,51.72,,1,M. Eriksen,East NAG13-22 Ocean Research Project,,
28/06/2013,33.0022,-41.2924,99204.64,110188.01,35075.92,,15.95,179.98,228.88,,1,M. Eriksen,East NAG13-23 Ocean Research Project,,
29/06/2013,32.195,-41.6066,60585.69,64837.32,13817.78,,25.15,472.99,270.33,,1,M. Eriksen,East NAG13-24 Ocean Research Project,,
30/06/2013,31.3751,-41.7579,40744.76,48893.72,4605.92,,7.08,131.80,156.95,,1,M. Eriksen,East NAG13-25 Ocean Research Project,,
30/06/2013,30.5189,-42.0936,50310.92,15589.30,50310.92,,13.10,41.81,4208.05,,1,M. Eriksen,East NAG13-26 Ocean Research Project,,
1/7/2013,29.695,-42.4807,18423.72,20903.84,22.67,,3.89,22.67,23.74,,3,M. Eriksen,East NAG13-27 Ocean Research Project,,
1/7/2013,28.849,-42.5947,12046.27,15234.99,4605.92,,0.00,32.59,23.38,,4,M. Eriksen,East NAG13-28 Ocean Research Project,,
2/7/2013,28.0164,-42.8324,20903.84,37910.35,6023.14,,3.54,97.78,49.24,,4,M. Eriksen,East NAG13-29 Ocean Research Project,,
3/7/2013,27.1221,-42.9629,8857.55,17715.11,7440.35,,0.00,104.87,107.70,,4,M. Eriksen,East NAG13-30 Ocean Research Project,,
3/7/2013,26.2599,-43.1399,14172.09,43224.88,5314.53,,0.35,126.13,27.64,,4,M. Eriksen,East NAG13-31 Ocean Research Project,,
4/7/2013,26.8508,-43.773,2125.81,17006.51,2480.11,,0.35,86.80,28.34,,4,M. Eriksen,East NAG13-32 Ocean Research Project,,
4/7/2013,27.5769,-44.3386,71569.06,50310.92,28344.18,,47.83,153.41,6364.33,,1,M. Eriksen,East NAG13-33  Ocean Research Project,,
5/7/2013,28.33,-44.9782,92118.59,424454.15,36493.13,,37.90,1171.67,4450.39,,1,M. Eriksen,East NAG13-34 Ocean Research Project,,
6/7/2013,29.0401,-45.484,91055.69,59168.48,10983.37,,16.29,158.37,106.99,,4,M. Eriksen,East NAG13-35 Ocean Research Project,,
6/7/2013,29.7322,-46.0428,46059.29,18778.02,4605.92,,19.10,57.39,93.18,,2,M. Eriksen,East NAG13-36 Ocean Research Project,,
7/7/2013,30.5454,-46.6554,36847.44,98850.34,19132.32,,15.23,131.45,83.61,,2,M. Eriksen,East NAG13-37 Ocean Research Project,,
7/7/2013,31.2709,-47.178,169710.80,74049.18,18778.02,,271.39,414.17,140.30,,1,M. Eriksen,East NAG13-38 Ocean Research Project,,
8/7/2013,32.0609,-47.6879,32595.81,38973.25,7440.34,,6.02,224.63,120.82,,3,M. Eriksen,East NAG13-39 Ocean Research Project,,
9/7/2013,33.1602,-48.2675,,,,,,,,,2,M. Eriksen,East NAG13-40 Ocean Research Project,40,
10/6/2011,-39.3127,163.5895,0.00,0.00,653.60,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
10/6/2011,-39.3162,163.5735,0.00,691.85,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
10/6/2011,-39.3195,163.5565,0.00,0.00,566.87,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
11/6/2011,-39.9554,160.4171,0.00,950.50,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
11/6/2011,-40.049,160.0994,0.00,2198.21,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
11/6/2011,-40.0599,160.1041,0.00,811.49,405.75,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
12/6/2011,-40.6377,155.8846,0.00,1424.67,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
12/6/2011,-40.6433,155.8671,0.00,3254.64,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
12/6/2011,-40.6229,155.9181,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
13/06/2011,-41.1361,152.2775,0.00,786.09,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
13/06/2011,-41.1398,152.2646,0.00,0.00,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
13/06/2011,-41.1421,152.2508,905.08,905.08,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t02,,trawl data
12/8/2011,-43.5753,145.7961,0.00,22973.76,9189.51,0.00,,,,,1,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
12/8/2011,-43.57,145.7886,0.00,17075.02,12521.68,0.00,,,,,1,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
12/8/2011,-43.5637,145.7829,0.00,6804.03,2268.01,0.00,,,,,1,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
13/08/2011,-41.9208,144.5409,0.00,21546.09,2693.26,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
13/08/2011,-41.9183,144.539,0.00,3039.49,3039.49,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
13/08/2011,-41.9157,144.5373,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
14/08/2011,-39.0405,142.4134,0.00,1776.62,1776.62,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
14/08/2011,-39.0374,142.4005,0.00,1605.87,1605.87,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
14/08/2011,-39.0338,142.3859,0.00,1238.32,1238.32,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
15/08/2011,-37.8855,139.8236,0.00,932.36,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
15/08/2011,-37.8764,139.8181,0.00,837.63,1675.27,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
15/08/2011,-37.8677,139.8136,0.00,7789.07,5841.80,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
16/08/2011,-36.0524,135.6864,0.00,1044.39,3133.18,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
16/08/2011,-36.0455,135.6857,0.00,3069.63,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
16/08/2011,-36.0362,135.6764,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
17/08/2011,-35.4797,132.1763,0.00,777.52,1555.05,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
17/08/2011,-35.4777,132.1626,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
17/08/2011,-35.4756,132.1486,0.00,0.00,1380.26,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
18/08/2011,-35.0721,127.2582,0.00,0.00,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
18/08/2011,-35.0723,127.2351,0.00,0.00,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
18/08/2011,-35.0729,127.2253,0.00,0.00,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
19/08/2011,-34.6047,121.815,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
19/08/2011,-34.6069,121.8093,0.00,0.00,1604.59,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
19/08/2011,-34.6099,121.797,0.00,0.00,1098.42,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
20/08/2011,-35.3157,118.62,0.00,0.00,1541.77,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
20/08/2011,-35.3172,118.6137,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
20/08/2011,-35.3183,118.6074,0.00,0.00,2852.58,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
22/08/2011,-33.1157,114.481,0.00,889.38,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
22/08/2011,-33.12,114.4594,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
22/08/2011,-33.1238,114.4373,0.00,0.00,458.37,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2011_t03,,trawl data
11/4/2012,-41.8951,148.4559,0.00,708.24,0.00,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
11/4/2012,-41.8806,148.4923,0.00,2049.64,683.21,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
11/4/2012,-41.8728,148.5091,0.00,1570.48,785.24,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
12/4/2012,-39.6546,148.8843,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
12/4/2012,-39.6467,148.8677,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
12/4/2012,-39.6342,148.8566,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-37.6376,150.3985,0.00,3184.84,636.97,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-37.6223,150.4009,0.00,2649.17,662.29,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-37.608,150.4028,0.00,709.78,2129.33,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-35.4004,150.8417,0.00,5976.81,2390.72,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-35.3924,150.8461,0.00,17189.68,1145.98,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
13/04/2012,-35.3842,150.8507,0.00,4208.68,2104.34,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
14/04/2012,-33.8782,152.0069,0.00,1934.83,967.42,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
14/04/2012,-33.8716,152.0142,0.00,6139.56,1227.91,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
14/04/2012,-33.8659,152.0208,0.00,3858.64,0.00,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-33.1692,152.6955,0.00,4775.65,1193.91,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-33.1646,152.7014,1738.17,17381.70,0.00,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-33.1609,152.7061,3713.83,27853.71,1856.91,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-31.0332,153.3714,0.00,976.80,976.80,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-31.0353,153.3628,0.00,1911.32,1911.32,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
15/04/2012,-31.0353,153.3573,0.00,4401.38,0.00,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
16/04/2012,-28.3415,153.9219,0.00,9991.34,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
16/04/2012,-28.3396,153.9234,0.00,21041.02,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
16/04/2012,-28.3363,153.9244,0.00,29908.75,2718.98,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
17/04/2012,-26.7254,153.3785,0.00,7065.71,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
17/04/2012,-26.7152,153.3799,865.62,3462.48,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
17/04/2012,-26.704,153.3803,0.00,6168.35,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t01,,trawl data
4/5/2012,-24.9128,155.2055,0.00,743.05,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
4/5/2012,-24.9225,155.1969,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
4/5/2012,-24.9395,155.1771,0.00,0.00,0.00,0.00,,,,,6,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
6/5/2012,-23.8691,162.3485,0.00,4862.96,972.59,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
6/5/2012,-23.8667,162.3655,0.00,6998.85,699.88,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
6/5/2012,-23.8643,162.3813,629.74,8186.56,1259.47,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
7/5/2012,-23.212,166.6269,0.00,615.95,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
7/5/2012,-23.2089,166.6428,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
7/5/2012,-23.2058,166.6593,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
8/5/2012,-21.7654,170.6294,0.00,624.34,624.34,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
8/5/2012,-21.7565,170.6449,551.22,5512.17,2756.09,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
8/5/2012,-21.7469,170.6615,0.00,1667.23,4445.96,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t02,,trawl data
7/6/2012,-18.5685,176.5024,828.74,31492.07,16574.77,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
7/6/2012,-18.5777,176.4901,0.00,5501.14,2357.63,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
7/6/2012,-18.5851,176.4799,0.00,2504.46,834.82,0.00,,,,,3,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
7/6/2012,-19.9823,174.9867,0.00,7422.71,2226.81,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
7/6/2012,-19.9931,174.9779,0.00,6768.23,752.03,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
7/6/2012,-20.0037,174.9692,0.00,3789.59,0.00,0.00,,,,,2,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-21.2832,173.5759,0.00,946.73,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-21.2887,173.5634,0.00,802.09,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-21.2977,173.5556,0.00,1311.36,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-22.5974,172.1044,0.00,1287.82,1287.82,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-22.6026,172.0898,0.00,729.39,2188.17,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
8/6/2012,-22.6078,172.0762,0.00,2805.71,701.43,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
9/6/2012,-23.7533,170.5329,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
9/6/2012,-23.7615,170.5216,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
9/6/2012,-23.7698,170.5103,0.00,0.00,0.00,0.00,,,,,5,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
9/6/2012,-25.0757,168.7064,0.00,706.36,1412.72,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
9/6/2012,-25.0842,168.6944,0.00,0.00,0.00,0.00,,,,,4,J. Reisser,Southern Surveyor/ss2012_t03,,trawl data
